fig|3702.11.peg.1	ATMG00010	ATMG00010.1
fig|3702.11.peg.14925	AT3G52430	AT3G52430.1
fig|3702.11.peg.14926	AT3G52440	AT3G52440.1
fig|3702.11.peg.14927	AT3G52450	AT3G52450.1
fig|3702.11.peg.14928	AT3G52460	AT3G52460.1
fig|3702.11.peg.14929	AT3G52470	AT3G52470.1
fig|3702.11.peg.1493	AT5G13890	AT5G13890.3
fig|3702.11.peg.14930	AT3G52480	AT3G52480.1
fig|3702.11.peg.14931	AT3G52490	AT3G52490.1
fig|3702.11.peg.14932	AT3G52500	AT3G52500.1
fig|3702.11.peg.14933	AT3G52510	AT3G52510.1
fig|3702.11.peg.14934	AT3G52520	AT3G52520.1
fig|3702.11.peg.14935	AT3G52525	AT3G52525.1
fig|3702.11.peg.14936	AT3G52530	AT3G52530.1
fig|3702.11.peg.14937	AT3G52540	AT3G52540.1
fig|3702.11.peg.14938	AT3G52550	AT3G52550.1
fig|3702.11.peg.14939	AT3G52560	AT3G52560.4
fig|3702.11.peg.1494	AT5G13900	AT5G13900.1
fig|3702.11.peg.14940	AT3G52561	AT3G52561.1
fig|3702.11.peg.14941	AT3G52570	AT3G52570.1
fig|3702.11.peg.14942	AT3G52580	AT3G52580.1
fig|3702.11.peg.14943	AT3G52590	AT3G52590.1
fig|3702.11.peg.14944	AT3G52600	AT3G52600.1
fig|3702.11.peg.14945	AT3G52610	AT3G52610.1
fig|3702.11.peg.14946	AT3G52620	AT3G52620.1
fig|3702.11.peg.14947	AT3G52630	AT3G52630.1
fig|3702.11.peg.14948	AT3G52640	AT3G52640.2
fig|3702.11.peg.14949	AT3G52660	AT3G52660.2
fig|3702.11.peg.1495	AT5G13910	AT5G13910.1
fig|3702.11.peg.14950	AT3G52670	AT3G52670.1
fig|3702.11.peg.14951	AT3G52680	AT3G52680.1
fig|3702.11.peg.14952	AT3G52690	AT3G52690.1
fig|3702.11.peg.14953	AT3G52700	AT3G52700.1
fig|3702.11.peg.14954	AT3G52710	AT3G52710.1
fig|3702.11.peg.14955	AT3G52720	AT3G52720.1
fig|3702.11.peg.14956	AT3G52730	AT3G52730.1
fig|3702.11.peg.14957	AT3G52740	AT3G52740.1
fig|3702.11.peg.14958	AT3G52750	AT3G52750.1
fig|3702.11.peg.14959	AT3G52760	AT3G52760.1
fig|3702.11.peg.1496	AT5G13917	AT5G13917.1
fig|3702.11.peg.14960	AT3G52770	AT3G52770.1
fig|3702.11.peg.14961	AT3G52780	AT3G52780.1
fig|3702.11.peg.14962	AT3G52790	AT3G52790.1
fig|3702.11.peg.14963	AT3G52800	AT3G52800.1
fig|3702.11.peg.14964	AT3G52810	AT3G52810.1
fig|3702.11.peg.14965	AT3G52820	AT3G52820.1
fig|3702.11.peg.14966	AT3G52830	AT3G52830.1
fig|3702.11.peg.14967	AT3G52840	AT3G52840.1
fig|3702.11.peg.14968	AT3G52850	AT3G52850.1
fig|3702.11.peg.14969	AT3G52860	AT3G52860.1
fig|3702.11.peg.1497	AT5G13920	AT5G13920.1
fig|3702.11.peg.14970	AT3G52870	AT3G52870.1
fig|3702.11.peg.14971	AT3G52880	AT3G52880.2
fig|3702.11.peg.14972	AT3G52890	AT3G52890.2
fig|3702.11.peg.14973	AT3G52900	AT3G52900.1
fig|3702.11.peg.14974	AT3G52905	AT3G52905.1
fig|3702.11.peg.14975	AT3G52910	AT3G52910.1
fig|3702.11.peg.14976	AT3G52920	AT3G52920.1
fig|3702.11.peg.14977	AT3G52930	AT3G52930.1
fig|3702.11.peg.14978	AT3G52940	AT3G52940.1
fig|3702.11.peg.14979	AT3G52941	AT3G52941.1
fig|3702.11.peg.1498	AT5G13930	AT5G13930.1
fig|3702.11.peg.14980	AT3G52950	AT3G52950.2
fig|3702.11.peg.14981	AT3G52960	AT3G52960.1
fig|3702.11.peg.14982	AT3G52970	AT3G52970.2
fig|3702.11.peg.14983	AT3G52980	AT3G52980.1
fig|3702.11.peg.14984	AT3G52990	AT3G52990.1
fig|3702.11.peg.14985	AT3G53000	AT3G53000.1
fig|3702.11.peg.14986	AT3G53010	AT3G53010.1
fig|3702.11.peg.14987	AT3G53020	AT3G53020.1
fig|3702.11.peg.14988	AT3G53030	AT3G53030.1
fig|3702.11.peg.14989	AT3G53040	AT3G53040.1
fig|3702.11.peg.1499	AT5G13940	AT5G13940.1
fig|3702.11.peg.14990	AT3G53050	AT3G53050.1
fig|3702.11.peg.14991	AT3G53060	AT3G53060.1
fig|3702.11.peg.14992	AT3G53065	AT3G53065.1
fig|3702.11.peg.14993	AT3G53070	AT3G53070.1
fig|3702.11.peg.14994	AT3G53075	AT3G53075.1
fig|3702.11.peg.14995	AT3G53080	AT3G53080.1
fig|3702.11.peg.14996	AT3G53090	AT3G53090.2
fig|3702.11.peg.14997	AT3G53100	AT3G53100.1
fig|3702.11.peg.14998	AT3G53110	AT3G53110.1
fig|3702.11.peg.14999	AT3G53120	AT3G53120.1
fig|3702.11.peg.15	ATMG00170	ATMG00170.1
fig|3702.11.peg.150	ATCG00480	ATCG00480.1
fig|3702.11.peg.1500	AT5G13950	AT5G13950.3
fig|3702.11.peg.15000	AT3G53130	AT3G53130.1
fig|3702.11.peg.15001	AT3G53140	AT3G53140.1
fig|3702.11.peg.15002	AT3G53150	AT3G53150.1
fig|3702.11.peg.15003	AT3G53160	AT3G53160.1
fig|3702.11.peg.15004	AT3G53170	AT3G53170.1
fig|3702.11.peg.15005	AT3G53180	AT3G53180.1
fig|3702.11.peg.15006	AT3G53190	AT3G53190.1
fig|3702.11.peg.15007	AT3G53200	AT3G53200.1
fig|3702.11.peg.15008	AT3G53210	AT3G53210.1
fig|3702.11.peg.15009	AT3G53220	AT3G53220.1
fig|3702.11.peg.1501	AT5G13960	AT5G13960.1
fig|3702.11.peg.15010	AT3G53230	AT3G53230.1
fig|3702.11.peg.15011	AT3G53232	AT3G53232.1
fig|3702.11.peg.15012	AT3G53240	AT3G53240.1
fig|3702.11.peg.15013	AT3G53235	AT3G53235.1
fig|3702.11.peg.15014	AT3G53250	AT3G53250.1
fig|3702.11.peg.15015	AT3G53260	AT3G53260.1
fig|3702.11.peg.15016	AT3G53270	AT3G53270.2
fig|3702.11.peg.15017	AT3G53280	AT3G53280.1
fig|3702.11.peg.15018	AT3G53290	AT3G53290.1
fig|3702.11.peg.15019	AT3G53294	AT3G53294.1
fig|3702.11.peg.1502	AT5G13970	AT5G13970.1
fig|3702.11.peg.15020	AT3G53300	AT3G53300.1
fig|3702.11.peg.15021	AT3G53305	AT3G53305.1
fig|3702.11.peg.15022	AT3G53310	AT3G53310.1
fig|3702.11.peg.15023	AT3G53320	AT3G53320.1
fig|3702.11.peg.15024	AT3G53330	AT3G53330.1
fig|3702.11.peg.15025	AT3G53340	AT3G53340.1
fig|3702.11.peg.15026	AT3G53342	AT3G53342.1
fig|3702.11.peg.15027	AT3G53350	AT3G53350.1
fig|3702.11.peg.15028	AT3G53360	AT3G53360.1
fig|3702.11.peg.15029	AT3G53370	AT3G53370.1
fig|3702.11.peg.1503	AT5G13980	AT5G13980.1
fig|3702.11.peg.15030	AT3G53380	AT3G53380.1
fig|3702.11.peg.15031	AT3G53390	AT3G53390.1
fig|3702.11.peg.15032	AT3G53400	AT3G53400.1
fig|3702.11.peg.15033	AT3G53402	AT3G53402.1
fig|3702.11.peg.15034	AT3G53410	AT3G53410.1
fig|3702.11.peg.15035	AT3G53420	AT3G53420.1
fig|3702.11.peg.15036	AT3G53430	AT3G53430.1
fig|3702.11.peg.15037	AT3G53440	AT3G53440.1
fig|3702.11.peg.15038	AT3G53450	AT3G53450.1
fig|3702.11.peg.15039	AT3G53460	AT3G53460.4
fig|3702.11.peg.1504	AT5G13990	AT5G13990.1
fig|3702.11.peg.15040	AT3G53470	AT3G53470.2
fig|3702.11.peg.15041	AT3G53480	AT3G53480.1
fig|3702.11.peg.15042	AT3G53490	AT3G53490.1
fig|3702.11.peg.15043	AT3G53500	AT3G53500.2
fig|3702.11.peg.15044	AT3G53510	AT3G53510.1
fig|3702.11.peg.15045	AT3G53520	AT3G53520.4
fig|3702.11.peg.15046	AT3G53530	AT3G53530.2
fig|3702.11.peg.15047	AT3G53540	AT3G53540.1
fig|3702.11.peg.15048	AT3G53550	AT3G53550.1
fig|3702.11.peg.15049	AT3G53560	AT3G53560.1
fig|3702.11.peg.1505	AT5G14000	AT5G14000.1
fig|3702.11.peg.15050	AT3G53570	AT3G53570.1
fig|3702.11.peg.15051	AT3G53580	AT3G53580.1
fig|3702.11.peg.15052	AT3G53590	AT3G53590.1
fig|3702.11.peg.15053	AT3G53600	AT3G53600.1
fig|3702.11.peg.15054	AT3G53610	AT3G53610.1
fig|3702.11.peg.15055	AT3G53611	AT3G53611.1
fig|3702.11.peg.15056	AT3G53620	AT3G53620.1
fig|3702.11.peg.15057	AT3G53630	AT3G53630.1
fig|3702.11.peg.15058	AT3G53640	AT3G53640.1
fig|3702.11.peg.15059	AT3G53650	AT3G53650.1
fig|3702.11.peg.1506	AT5G14010	AT5G14010.1
fig|3702.11.peg.15060	AT3G53670	AT3G53670.1
fig|3702.11.peg.15061	AT3G53668	AT3G53668.1
fig|3702.11.peg.15062	AT3G53680	AT3G53680.1
fig|3702.11.peg.15063	AT3G53690	AT3G53690.1
fig|3702.11.peg.15064	AT3G53700	AT3G53700.1
fig|3702.11.peg.15065	AT3G53710	AT3G53710.1
fig|3702.11.peg.15066	AT3G53720	AT3G53720.1
fig|3702.11.peg.15067	AT3G53730	AT3G53730.1
fig|3702.11.peg.15068	AT3G53740	AT3G53740.2
fig|3702.11.peg.15069	AT3G53750	AT3G53750.1
fig|3702.11.peg.1507	AT5G14011	AT5G14011.1
fig|3702.11.peg.15070	AT3G53760	AT3G53760.1
fig|3702.11.peg.15071	AT3G53770	AT3G53770.1
fig|3702.11.peg.15072	AT3G53780	AT3G53780.2
fig|3702.11.peg.15073	AT3G53790	AT3G53790.1
fig|3702.11.peg.15074	AT3G53800	AT3G53800.1
fig|3702.11.peg.15075	AT3G53810	AT3G53810.1
fig|3702.11.peg.15076	AT3G53820	AT3G53820.1
fig|3702.11.peg.15077	AT3G53830	AT3G53830.1
fig|3702.11.peg.15078	AT3G53840	AT3G53840.1
fig|3702.11.peg.15079	AT3G53850	AT3G53850.1
fig|3702.11.peg.1508	AT5G14020	AT5G14020.1
fig|3702.11.peg.15080	AT3G53860	AT3G53860.1
fig|3702.11.peg.15081	AT3G53870	AT3G53870.1
fig|3702.11.peg.15082	AT3G53880	AT3G53880.1
fig|3702.11.peg.15083	AT3G53890	AT3G53890.2
fig|3702.11.peg.15084	AT3G53900	AT3G53900.2
fig|3702.11.peg.15085	AT3G53910	AT3G53910.1
fig|3702.11.peg.15086	AT3G53920	AT3G53920.1
fig|3702.11.peg.15087	AT3G53930	AT3G53930.2
fig|3702.11.peg.15088	AT3G53940	AT3G53940.1
fig|3702.11.peg.15089	AT3G53950	AT3G53950.1
fig|3702.11.peg.1509	AT5G14030	AT5G14030.4
fig|3702.11.peg.15090	AT3G53960	AT3G53960.1
fig|3702.11.peg.15091	AT3G53970	AT3G53970.1
fig|3702.11.peg.15092	AT3G53980	AT3G53980.2
fig|3702.11.peg.15093	AT3G53990	AT3G53990.1
fig|3702.11.peg.15094	AT3G54000	AT3G54000.1
fig|3702.11.peg.15095	AT3G54010	AT3G54010.1
fig|3702.11.peg.15096	AT3G54020	AT3G54020.1
fig|3702.11.peg.15097	AT3G54030	AT3G54030.1
fig|3702.11.peg.15098	AT3G54040	AT3G54040.1
fig|3702.11.peg.15099	AT3G54050	AT3G54050.1
fig|3702.11.peg.151	ATCG00490	ATCG00490.1
fig|3702.11.peg.1510	AT5G14040	AT5G14040.1
fig|3702.11.peg.15100	AT3G54060	AT3G54060.1
fig|3702.11.peg.15101	AT3G54070	AT3G54070.1
fig|3702.11.peg.15102	AT3G54080	AT3G54080.1
fig|3702.11.peg.15103	AT3G54085	AT3G54085.2
fig|3702.11.peg.15104	AT3G54090	AT3G54090.1
fig|3702.11.peg.15105	AT3G54100	AT3G54100.1
fig|3702.11.peg.15106	AT3G54110	AT3G54110.1
fig|3702.11.peg.15107	AT3G54120	AT3G54120.1
fig|3702.11.peg.15108	AT3G54130	AT3G54130.1
fig|3702.11.peg.15109	AT3G54140	AT3G54140.1
fig|3702.11.peg.1511	AT5G14050	AT5G14050.1
fig|3702.11.peg.15110	AT3G54150	AT3G54150.1
fig|3702.11.peg.15111	AT3G54160	AT3G54160.1
fig|3702.11.peg.15112	AT3G54170	AT3G54170.1
fig|3702.11.peg.15113	AT3G54180	AT3G54180.1
fig|3702.11.peg.15114	AT3G54190	AT3G54190.1
fig|3702.11.peg.15115	AT3G54200	AT3G54200.1
fig|3702.11.peg.15116	AT3G54210	AT3G54210.1
fig|3702.11.peg.15117	AT3G54220	AT3G54220.1
fig|3702.11.peg.15118	AT3G54230	AT3G54230.2
fig|3702.11.peg.15119	AT3G54240	AT3G54240.1
fig|3702.11.peg.1512	AT5G14060	AT5G14060.2
fig|3702.11.peg.15120	AT3G54250	AT3G54250.1
fig|3702.11.peg.15121	AT3G54260	AT3G54260.1
fig|3702.11.peg.15122	AT3G54270	AT3G54270.1
fig|3702.11.peg.15123	AT3G54280	AT3G54280.2
fig|3702.11.peg.15124	AT3G54290	AT3G54290.1
fig|3702.11.peg.15125	AT3G54300	AT3G54300.1
fig|3702.11.peg.15126	AT3G54310	AT3G54310.1
fig|3702.11.peg.15127	AT3G54320	AT3G54320.1
fig|3702.11.peg.15128	AT3G54340	AT3G54340.1
fig|3702.11.peg.15129	AT3G54350	AT3G54350.3
fig|3702.11.peg.1513	AT5G14070	AT5G14070.1
fig|3702.11.peg.15130	AT3G54360	AT3G54360.1
fig|3702.11.peg.15131	AT3G54363	AT3G54363.1
fig|3702.11.peg.15132	AT3G54380	AT3G54380.1
fig|3702.11.peg.15133	AT3G54390	AT3G54390.1
fig|3702.11.peg.15134	AT3G54400	AT3G54400.1
fig|3702.11.peg.15135	AT3G54410	AT3G54410.1
fig|3702.11.peg.15136	AT3G54420	AT3G54420.1
fig|3702.11.peg.15137	AT3G54430	AT3G54430.1
fig|3702.11.peg.15138	AT3G54440	AT3G54440.3
fig|3702.11.peg.15139	AT3G54450	AT3G54450.1
fig|3702.11.peg.1514	AT5G14080	AT5G14080.1
fig|3702.11.peg.15140	AT3G54460	AT3G54460.1
fig|3702.11.peg.15141	AT3G54470	AT3G54470.1
fig|3702.11.peg.15142	AT3G54480	AT3G54480.1
fig|3702.11.peg.15143	AT3G54490	AT3G54490.1
fig|3702.11.peg.15144	AT3G54500	AT3G54500.3
fig|3702.11.peg.15145	AT3G54510	AT3G54510.2
fig|3702.11.peg.15146	AT3G54520	AT3G54520.1
fig|3702.11.peg.15147	AT3G54530	AT3G54530.1
fig|3702.11.peg.15148	AT3G54540	AT3G54540.1
fig|3702.11.peg.15149	AT3G54550	AT3G54550.1
fig|3702.11.peg.1515	AT5G14090	AT5G14090.1
fig|3702.11.peg.15150	AT3G54560	AT3G54560.1
fig|3702.11.peg.15151	AT3G54570	AT3G54570.1
fig|3702.11.peg.15152	AT3G54580	AT3G54580.1
fig|3702.11.peg.15153	AT3G54590	AT3G54590.1
fig|3702.11.peg.15154	AT3G54600	AT3G54600.1
fig|3702.11.peg.15155	AT3G54610	AT3G54610.1
fig|3702.11.peg.15156	AT3G54620	AT3G54620.1
fig|3702.11.peg.15157	AT3G54630	AT3G54630.1
fig|3702.11.peg.15158	AT3G54640	AT3G54640.1
fig|3702.11.peg.15159	AT3G54650	AT3G54650.1
fig|3702.11.peg.1516	AT5G14100	AT5G14100.1
fig|3702.11.peg.15160	AT3G54660	AT3G54660.1
fig|3702.11.peg.15161	AT3G54670	AT3G54670.3
fig|3702.11.peg.15162	AT3G54680	AT3G54680.1
fig|3702.11.peg.15163	AT3G54690	AT3G54690.1
fig|3702.11.peg.15164	AT3G54700	AT3G54700.1
fig|3702.11.peg.15165	AT3G54710	AT3G54710.1
fig|3702.11.peg.15166	AT3G54720	AT3G54720.1
fig|3702.11.peg.15167	AT3G54730	AT3G54730.1
fig|3702.11.peg.15168	AT3G54740	AT3G54740.2
fig|3702.11.peg.15169	AT3G54750	AT3G54750.3
fig|3702.11.peg.1517	AT5G14105	AT5G14105.1
fig|3702.11.peg.15170	AT3G54760	AT3G54760.1
fig|3702.11.peg.15171	AT3G54770	AT3G54770.1
fig|3702.11.peg.15172	AT3G54780	AT3G54780.1
fig|3702.11.peg.15173	AT3G54790	AT3G54790.1
fig|3702.11.peg.15174	AT3G54800	AT3G54800.2
fig|3702.11.peg.15175	AT3G54802	AT3G54802.1
fig|3702.11.peg.15176	AT3G54804	AT3G54804.1
fig|3702.11.peg.15177	AT3G54810	AT3G54810.2
fig|3702.11.peg.15178	AT3G54820	AT3G54820.1
fig|3702.11.peg.15179	AT3G54826	AT3G54826.1
fig|3702.11.peg.1518	AT5G14110	AT5G14110.1
fig|3702.11.peg.15180	AT3G54830	AT3G54830.1
fig|3702.11.peg.15181	AT3G54840	AT3G54840.1
fig|3702.11.peg.15182	AT3G54850	AT3G54850.1
fig|3702.11.peg.15183	AT3G54860	AT3G54860.2
fig|3702.11.peg.15184	AT3G54870	AT3G54870.1
fig|3702.11.peg.15185	AT3G54880	AT3G54880.1
fig|3702.11.peg.15186	AT3G54890	AT3G54890.1
fig|3702.11.peg.15187	AT3G54900	AT3G54900.1
fig|3702.11.peg.15188	AT3G54910	AT3G54910.1
fig|3702.11.peg.15189	AT3G54920	AT3G54920.1
fig|3702.11.peg.1519	AT5G14120	AT5G14120.1
fig|3702.11.peg.15190	AT3G54925	AT3G54925.1
fig|3702.11.peg.15191	AT3G54930	AT3G54930.1
fig|3702.11.peg.15192	AT3G54940	AT3G54940.2
fig|3702.11.peg.15193	AT3G54950	AT3G54950.1
fig|3702.11.peg.15194	AT3G54960	AT3G54960.1
fig|3702.11.peg.15195	AT3G54970	AT3G54970.1
fig|3702.11.peg.15196	AT3G54980	AT3G54980.1
fig|3702.11.peg.15197	AT3G54990	AT3G54990.1
fig|3702.11.peg.15198	AT3G55000	AT3G55000.1
fig|3702.11.peg.15199	AT3G55005	AT3G55005.1
fig|3702.11.peg.152	ATCG00500	ATCG00500.1
fig|3702.11.peg.1520	AT5G14130	AT5G14130.1
fig|3702.11.peg.15200	AT3G55010	AT3G55010.1
fig|3702.11.peg.15201	AT3G55020	AT3G55020.1
fig|3702.11.peg.15202	AT3G55030	AT3G55030.1
fig|3702.11.peg.15203	AT3G55040	AT3G55040.1
fig|3702.11.peg.15204	AT3G55050	AT3G55050.2
fig|3702.11.peg.15205	AT3G55060	AT3G55060.1
fig|3702.11.peg.15206	AT3G55070	AT3G55070.1
fig|3702.11.peg.15207	AT3G55080	AT3G55080.1
fig|3702.11.peg.15208	AT3G55090	AT3G55090.1
fig|3702.11.peg.15209	AT3G55100	AT3G55100.1
fig|3702.11.peg.1521	AT5G14140	AT5G14140.1
fig|3702.11.peg.15210	AT3G55110	AT3G55110.1
fig|3702.11.peg.15211	AT3G55120	AT3G55120.1
fig|3702.11.peg.15212	AT3G55130	AT3G55130.1
fig|3702.11.peg.15213	AT3G55140	AT3G55140.1
fig|3702.11.peg.15214	AT3G55150	AT3G55150.1
fig|3702.11.peg.15215	AT3G55160	AT3G55160.1
fig|3702.11.peg.15216	AT3G55170	AT3G55170.2
fig|3702.11.peg.15217	AT3G55180	AT3G55180.1
fig|3702.11.peg.15218	AT3G55190	AT3G55190.1
fig|3702.11.peg.15219	AT3G55200	AT3G55200.1
fig|3702.11.peg.1522	AT5G14150	AT5G14150.1
fig|3702.11.peg.15220	AT3G55210	AT3G55210.1
fig|3702.11.peg.15221	AT3G55220	AT3G55220.1
fig|3702.11.peg.15222	AT3G55230	AT3G55230.1
fig|3702.11.peg.15223	AT3G55240	AT3G55240.1
fig|3702.11.peg.15224	AT3G55250	AT3G55250.1
fig|3702.11.peg.15225	AT3G55252	AT3G55252.1
fig|3702.11.peg.15226	AT3G55254	AT3G55254.1
fig|3702.11.peg.15227	AT3G55260	AT3G55260.1
fig|3702.11.peg.15228	AT3G55270	AT3G55270.1
fig|3702.11.peg.15229	AT3G55280	AT3G55280.2
fig|3702.11.peg.1523	AT5G14160	AT5G14160.1
fig|3702.11.peg.15230	AT3G55290	AT3G55290.1
fig|3702.11.peg.15231	AT3G55310	AT3G55310.1
fig|3702.11.peg.15232	AT3G55320	AT3G55320.1
fig|3702.11.peg.15233	AT3G55330	AT3G55330.1
fig|3702.11.peg.15234	AT3G55340	AT3G55340.1
fig|3702.11.peg.15235	AT3G55350	AT3G55350.1
fig|3702.11.peg.15236	AT3G55360	AT3G55360.1
fig|3702.11.peg.15237	AT3G55370	AT3G55370.3
fig|3702.11.peg.15238	AT3G55380	AT3G55380.2
fig|3702.11.peg.15239	AT3G55390	AT3G55390.1
fig|3702.11.peg.1524	AT5G14170	AT5G14170.1
fig|3702.11.peg.15240	AT3G55400	AT3G55400.1
fig|3702.11.peg.15241	AT3G55410	AT3G55410.1
fig|3702.11.peg.15242	AT3G55420	AT3G55420.1
fig|3702.11.peg.15243	AT3G55430	AT3G55430.1
fig|3702.11.peg.15244	AT3G55440	AT3G55440.1
fig|3702.11.peg.15245	AT3G55450	AT3G55450.2
fig|3702.11.peg.15246	AT3G55460	AT3G55460.1
fig|3702.11.peg.15247	AT3G55470	AT3G55470.1
fig|3702.11.peg.15248	AT3G55480	AT3G55480.2
fig|3702.11.peg.15249	AT3G55490	AT3G55490.1
fig|3702.11.peg.1525	AT5G14180	AT5G14180.1
fig|3702.11.peg.15250	AT3G55500	AT3G55500.1
fig|3702.11.peg.15251	AT3G55510	AT3G55510.1
fig|3702.11.peg.15252	AT3G55515	AT3G55515.1
fig|3702.11.peg.15253	AT3G55520	AT3G55520.1
fig|3702.11.peg.15254	AT3G55530	AT3G55530.1
fig|3702.11.peg.15255	AT3G55540	AT3G55540.1
fig|3702.11.peg.15256	AT3G55550	AT3G55550.1
fig|3702.11.peg.15257	AT3G55560	AT3G55560.1
fig|3702.11.peg.15258	AT3G55566	AT3G55566.1
fig|3702.11.peg.15259	AT3G55570	AT3G55570.1
fig|3702.11.peg.1526	AT5G14200	AT5G14200.1
fig|3702.11.peg.15260	AT3G55573	AT3G55573.1
fig|3702.11.peg.15261	AT3G55580	AT3G55580.1
fig|3702.11.peg.15262	AT3G55590	AT3G55590.1
fig|3702.11.peg.15263	AT3G55600	AT3G55600.1
fig|3702.11.peg.15264	AT3G55605	AT3G55605.1
fig|3702.11.peg.15265	AT3G55610	AT3G55610.1
fig|3702.11.peg.15266	AT3G55620	AT3G55620.1
fig|3702.11.peg.15267	AT3G55630	AT3G55630.3
fig|3702.11.peg.15268	AT3G55640	AT3G55640.1
fig|3702.11.peg.15269	AT3G55646	AT3G55646.1
fig|3702.11.peg.1527	AT5G14210	AT5G14210.1
fig|3702.11.peg.15270	AT3G55650	AT3G55650.1
fig|3702.11.peg.15271	AT3G55660	AT3G55660.1
fig|3702.11.peg.15272	AT3G55665	AT3G55665.1
fig|3702.11.peg.15273	AT3G55670	AT3G55670.1
fig|3702.11.peg.15274	AT3G55672	AT3G55672.1
fig|3702.11.peg.15275	AT3G55677	AT3G55677.1
fig|3702.11.peg.15276	AT3G55680	AT3G55680.1
fig|3702.11.peg.15277	AT3G55690	AT3G55690.1
fig|3702.11.peg.15278	AT3G55700	AT3G55700.1
fig|3702.11.peg.15279	AT3G55710	AT3G55710.1
fig|3702.11.peg.1528	AT5G14220	AT5G14220.1
fig|3702.11.peg.15280	AT3G55720	AT3G55720.1
fig|3702.11.peg.15281	AT3G55730	AT3G55730.1
fig|3702.11.peg.15282	AT3G55740	AT3G55740.1
fig|3702.11.peg.15283	AT3G55750	AT3G55750.1
fig|3702.11.peg.15284	AT3G55760	AT3G55760.1
fig|3702.11.peg.15285	AT3G55770	AT3G55770.7
fig|3702.11.peg.15286	AT3G55780	AT3G55780.1
fig|3702.11.peg.15287	AT3G55790	AT3G55790.1
fig|3702.11.peg.15288	AT3G55800	AT3G55800.1
fig|3702.11.peg.15289	AT3G55810	AT3G55810.1
fig|3702.11.peg.1529	AT5G14230	AT5G14230.1
fig|3702.11.peg.15290	AT3G55820	AT3G55820.1
fig|3702.11.peg.15291	AT3G55830	AT3G55830.1
fig|3702.11.peg.15292	AT3G55840	AT3G55840.1
fig|3702.11.peg.15293	AT3G55850	AT3G55850.2
fig|3702.11.peg.15294	AT3G55860	AT3G55860.1
fig|3702.11.peg.15295	AT3G55870	AT3G55870.1
fig|3702.11.peg.15296	AT3G55880	AT3G55880.2
fig|3702.11.peg.15297	AT3G55890	AT3G55890.1
fig|3702.11.peg.15298	AT3G55900	AT3G55900.1
fig|3702.11.peg.15299	AT3G55910	AT3G55910.1
fig|3702.11.peg.153	ATCG00510	ATCG00510.1
fig|3702.11.peg.1530	AT5G14240	AT5G14240.1
fig|3702.11.peg.15300	AT3G55920	AT3G55920.1
fig|3702.11.peg.15301	AT3G55930	AT3G55930.1
fig|3702.11.peg.15302	AT3G55940	AT3G55940.1
fig|3702.11.peg.15303	AT3G55950	AT3G55950.1
fig|3702.11.peg.15304	AT3G55960	AT3G55960.1
fig|3702.11.peg.15305	AT3G55970	AT3G55970.1
fig|3702.11.peg.15306	AT3G55980	AT3G55980.1
fig|3702.11.peg.15307	AT3G55990	AT3G55990.1
fig|3702.11.peg.15308	AT3G56000	AT3G56000.1
fig|3702.11.peg.15309	AT3G56010	AT3G56010.1
fig|3702.11.peg.1531	AT5G14250	AT5G14250.1
fig|3702.11.peg.15310	AT3G56020	AT3G56020.1
fig|3702.11.peg.15311	AT3G56030	AT3G56030.1
fig|3702.11.peg.15312	AT3G56040	AT3G56040.1
fig|3702.11.peg.15313	AT3G56050	AT3G56050.1
fig|3702.11.peg.15314	AT3G56060	AT3G56060.1
fig|3702.11.peg.15315	AT3G56070	AT3G56070.1
fig|3702.11.peg.15316	AT3G56080	AT3G56080.1
fig|3702.11.peg.15317	AT3G56090	AT3G56090.1
fig|3702.11.peg.15318	AT3G56100	AT3G56100.1
fig|3702.11.peg.15319	AT3G56110	AT3G56110.1
fig|3702.11.peg.1532	AT5G14260	AT5G14260.2
fig|3702.11.peg.15320	AT3G56120	AT3G56120.1
fig|3702.11.peg.15321	AT3G56130	AT3G56130.1
fig|3702.11.peg.15322	AT3G56140	AT3G56140.1
fig|3702.11.peg.15323	AT3G56150	AT3G56150.1
fig|3702.11.peg.15324	AT3G56160	AT3G56160.1
fig|3702.11.peg.15325	AT3G56170	AT3G56170.1
fig|3702.11.peg.15326	AT3G56180	AT3G56180.1
fig|3702.11.peg.15327	AT3G56190	AT3G56190.1
fig|3702.11.peg.15328	AT3G56200	AT3G56200.1
fig|3702.11.peg.15329	AT3G56210	AT3G56210.5
fig|3702.11.peg.1533	AT5G14270	AT5G14270.2
fig|3702.11.peg.15330	AT3G56220	AT3G56220.1
fig|3702.11.peg.15331	AT3G56230	AT3G56230.1
fig|3702.11.peg.15332	AT3G56240	AT3G56240.1
fig|3702.11.peg.15333	AT3G56250	AT3G56250.1
fig|3702.11.peg.15334	AT3G56260	AT3G56260.2
fig|3702.11.peg.15335	AT3G56270	AT3G56270.1
fig|3702.11.peg.15336	AT3G56290	AT3G56290.1
fig|3702.11.peg.15337	AT3G56300	AT3G56300.1
fig|3702.11.peg.15338	AT3G56310	AT3G56310.1
fig|3702.11.peg.15339	AT3G56320	AT3G56320.1
fig|3702.11.peg.1534	AT5G14280	AT5G14280.1
fig|3702.11.peg.15340	AT3G56330	AT3G56330.1
fig|3702.11.peg.15341	AT3G56340	AT3G56340.1
fig|3702.11.peg.15342	AT3G56350	AT3G56350.1
